mask,n_lesions,mean_lesion_volume,total_volume,mean_radius
P36_T1_MASK_lesion44.nii.gz,5,114.4,572,5.285499908266941
P36_T1_MASK_lesion45.nii.gz,14,106.71428571428571,1494,4.29891353774979
P36_T1_MASK_lesion46.nii.gz,8,88.75,710,4.2016367123484475
P36_T1_MASK_lesion47.nii.gz,11,80.18181818181819,882,3.8083963909729195
P36_T1_MASK_lesion48.nii.gz,5,155.4,777,4.472244741204757
P36_T1_MASK_lesion49.nii.gz,12,107.91666666666667,1295,4.410050150877972
P36_T1_MASK_lesion5.nii.gz,6,71.83333333333333,431,3.5139759180650465
P36_T1_MASK_lesion50.nii.gz,12,79.08333333333333,949,3.984689907647757
P36_T1_MASK_lesion51.nii.gz,10,120.1,1201,4.2298941330530955
P36_T1_MASK_lesion52.nii.gz,12,106.91666666666667,1283,3.9548291317366933
P36_T1_MASK_lesion53.nii.gz,16,109.375,1750,4.228800856464985
P36_T1_MASK_lesion54.nii.gz,11,85.0,935,3.7878404179770855
P36_T1_MASK_lesion55.nii.gz,8,87.625,701,3.8935648929670683
P36_T1_MASK_lesion56.nii.gz,9,74.77777777777777,673,3.825935993277373
P36_T1_MASK_lesion57.nii.gz,10,112.8,1128,4.246453327821626
P36_T1_MASK_lesion58.nii.gz,16,109.6875,1755,4.241389207496952
P36_T1_MASK_lesion59.nii.gz,10,76.6,766,3.510295607756099
P36_T1_MASK_lesion6.nii.gz,8,80.875,647,3.48623533462434
P36_T1_MASK_lesion60.nii.gz,12,107.91666666666667,1295,4.1716820433783806
P36_T1_MASK_lesion61.nii.gz,13,112.23076923076923,1459,4.297501854386045
P36_T1_MASK_lesion62.nii.gz,6,50.166666666666664,301,3.3450510676536527
P36_T1_MASK_lesion63.nii.gz,11,124.81818181818181,1373,4.571758684830863
P36_T1_MASK_lesion64.nii.gz,7,139.42857142857142,976,4.598044978020051
P36_T1_MASK_lesion65.nii.gz,16,109.3125,1749,4.292151156361731
P36_T1_MASK_lesion66.nii.gz,14,98.64285714285714,1381,4.077391976836706
P36_T1_MASK_lesion67.nii.gz,16,95.625,1530,4.07269613066275
P36_T1_MASK_lesion68.nii.gz,14,70.78571428571429,991,3.5425077033399046
P36_T1_MASK_lesion69.nii.gz,12,108.33333333333333,1300,4.0255552656570375
P36_T1_MASK_lesion7.nii.gz,6,71.83333333333333,431,3.5139759180650465
P36_T1_MASK_lesion70.nii.gz,14,115.14285714285714,1612,4.380149961750869
P36_T1_MASK_lesion71.nii.gz,13,109.61538461538461,1425,4.035561499328001
P36_T1_MASK_lesion72.nii.gz,7,64.28571428571429,450,3.398219696767751
P36_T1_MASK_lesion73.nii.gz,1,36.0,36,2.392439222237165
P36_T1_MASK_lesion74.nii.gz,10,90.3,903,3.8371702801007954
P36_T1_MASK_lesion75.nii.gz,5,85.8,429,3.2236616776405804
P36_T1_MASK_lesion76.nii.gz,7,115.57142857142857,809,4.323487061510092
P36_T1_MASK_lesion77.nii.gz,3,90.66666666666667,272,3.527960814727779
P36_T1_MASK_lesion78.nii.gz,5,108.6,543,4.296756612298014
P36_T1_MASK_lesion79.nii.gz,1,70.0,70,4.2744136726454025
P36_T1_MASK_lesion8.nii.gz,8,79.875,639,3.836462199416619
P36_T1_MASK_lesion9.nii.gz,8,158.0,1264,4.4697650617745595
P37_T1_MASK_lesion1.nii.gz,3,147.33333333333334,442,4.383085489329884
P37_T1_MASK_lesion10.nii.gz,1,37.0,37,3.4563964480562515
P37_T1_MASK_lesion11.nii.gz,2,44.5,89,2.6870692577368986
P37_T1_MASK_lesion12.nii.gz,2,44.5,89,2.6870692577368986
P37_T1_MASK_lesion13.nii.gz,3,15.666666666666666,47,1.8883923338225894
P37_T1_MASK_lesion14.nii.gz,2,134.5,269,4.24102297632011
P37_T1_MASK_lesion15.nii.gz,3,15.666666666666666,47,1.888392333822589
P37_T1_MASK_lesion16.nii.gz,3,15.666666666666666,47,1.8883923338225894
P37_T1_MASK_lesion2.nii.gz,2,45.0,90,2.463606808431398
P37_T1_MASK_lesion3.nii.gz,2,45.0,90,2.4636068084314
P37_T1_MASK_lesion4.nii.gz,3,147.33333333333334,442,4.383085489329884
P37_T1_MASK_lesion5.nii.gz,4,146.75,587,4.688755111431322
P37_T1_MASK_lesion6.nii.gz,1,203.0,203,6.593284604673945
P37_T1_MASK_lesion7.nii.gz,1,56.0,56,2.946536794549266
P37_T1_MASK_lesion8.nii.gz,3,109.66666666666667,329,4.562482101598586
P37_T1_MASK_lesion9.nii.gz,1,135.0,135,10.894493392653871
P38_T1_MASK_lesion1.nii.gz,6,61.5,369,3.200225144692135
P38_T1_MASK_lesion10.nii.gz,11,54.36363636363637,598,3.191612377701928
P38_T1_MASK_lesion100.nii.gz,5,13.0,65,1.7334843190269857
P38_T1_MASK_lesion101.nii.gz,7,86.85714285714286,608,4.467720566579546
P38_T1_MASK_lesion102.nii.gz,7,86.85714285714286,608,4.467720566579546
P38_T1_MASK_lesion103.nii.gz,5,94.2,471,4.475963641990155
P38_T1_MASK_lesion104.nii.gz,7,107.57142857142857,753,4.572044915290465
P38_T1_MASK_lesion105.nii.gz,6,50.833333333333336,305,3.059628869167696
P38_T1_MASK_lesion106.nii.gz,6,50.833333333333336,305,3.059628869167696
P38_T1_MASK_lesion107.nii.gz,6,88.16666666666667,529,4.572644258984915
P38_T1_MASK_lesion108.nii.gz,5,52.8,264,3.013271042091528
P38_T1_MASK_lesion109.nii.gz,6,128.0,768,4.51225354240245
P38_T1_MASK_lesion11.nii.gz,10,53.6,536,3.2267774366194972
P38_T1_MASK_lesion110.nii.gz,5,137.8,689,5.289258830143858
P38_T1_MASK_lesion111.nii.gz,6,48.333333333333336,290,3.6861870059080784
P38_T1_MASK_lesion14.nii.gz,7,49.285714285714285,345,3.015374503512756
P38_T1_MASK_lesion15.nii.gz,6,49.666666666666664,298,2.939289150932615
P38_T1_MASK_lesion16.nii.gz,9,64.44444444444444,580,3.2682109609520147
P38_T1_MASK_lesion17.nii.gz,12,70.33333333333333,844,3.440582406993171
P38_T1_MASK_lesion18.nii.gz,3,43.333333333333336,130,3.763296590017706
P38_T1_MASK_lesion19.nii.gz,11,75.45454545454545,830,3.348877461414227
P38_T1_MASK_lesion2.nii.gz,6,56.0,336,3.3396510284107523
P38_T1_MASK_lesion20.nii.gz,5,11.2,56,1.781104573477514
P38_T1_MASK_lesion21.nii.gz,5,11.2,56,1.7811045734775135
P38_T1_MASK_lesion22.nii.gz,2,61.0,122,4.932335244339598
P38_T1_MASK_lesion23.nii.gz,14,53.214285714285715,745,3.075296388419638
P38_T1_MASK_lesion24.nii.gz,7,88.28571428571429,618,3.552571930761005
P38_T1_MASK_lesion25.nii.gz,5,11.2,56,1.781104573477514
P38_T1_MASK_lesion26.nii.gz,5,38.8,194,2.7278889028472935
P38_T1_MASK_lesion27.nii.gz,5,47.4,237,2.5636691068200537
P38_T1_MASK_lesion28.nii.gz,9,63.111111111111114,568,3.369767851251653
P38_T1_MASK_lesion29.nii.gz,13,76.3076923076923,992,3.350552730604956
P38_T1_MASK_lesion3.nii.gz,8,47.75,382,3.0058040441257976
P38_T1_MASK_lesion30.nii.gz,13,77.0,1001,3.3544604694741604
P38_T1_MASK_lesion31.nii.gz,6,63.5,381,3.098413183515978
P38_T1_MASK_lesion32.nii.gz,6,42.666666666666664,256,2.378440173262855
P38_T1_MASK_lesion33.nii.gz,7,20.571428571428573,144,2.143210130508936
P38_T1_MASK_lesion34.nii.gz,7,9.571428571428571,67,1.585416698701841
P38_T1_MASK_lesion35.nii.gz,5,45.2,226,3.0235136977467394
P38_T1_MASK_lesion36.nii.gz,13,60.38461538461539,785,3.1197211600909607
P38_T1_MASK_lesion37.nii.gz,6,63.5,381,3.123711703152644
P38_T1_MASK_lesion38.nii.gz,6,90.33333333333333,542,3.5163539204486285
P38_T1_MASK_lesion39.nii.gz,3,48.666666666666664,146,3.2781972090206235
P38_T1_MASK_lesion4.nii.gz,2,50.5,101,4.611092460904283
P38_T1_MASK_lesion40.nii.gz,11,74.9090909090909,824,3.0981152003579213
P38_T1_MASK_lesion41.nii.gz,4,11.25,45,1.853471767351405
P38_T1_MASK_lesion42.nii.gz,2,32.0,64,2.2033458427219945
P38_T1_MASK_lesion43.nii.gz,4,37.0,148,2.5836479067654676
P38_T1_MASK_lesion45.nii.gz,6,105.33333333333333,632,3.844058055558578
P38_T1_MASK_lesion46.nii.gz,2,10.0,20,1.8189667644459613
P38_T1_MASK_lesion47.nii.gz,7,49.0,343,2.818420900745327
P38_T1_MASK_lesion48.nii.gz,4,136.0,544,5.645199997193374
P38_T1_MASK_lesion49.nii.gz,3,14.0,42,1.0283051766626525
P38_T1_MASK_lesion5.nii.gz,5,46.6,233,3.062568749632695
P38_T1_MASK_lesion50.nii.gz,4,22.25,89,1.5903605485210695
P38_T1_MASK_lesion51.nii.gz,4,36.25,145,2.430533395576682
P38_T1_MASK_lesion52.nii.gz,6,32.833333333333336,197,2.7419009378831185
P38_T1_MASK_lesion53.nii.gz,8,39.5,316,3.218743079537565
P38_T1_MASK_lesion55.nii.gz,3,161.66666666666666,485,6.243397682452357
P38_T1_MASK_lesion56.nii.gz,7,98.42857142857143,689,4.943126873645473
P38_T1_MASK_lesion57.nii.gz,3,23.333333333333332,70,2.2643324074707585
P38_T1_MASK_lesion58.nii.gz,5,29.8,149,3.1614279434542008
P38_T1_MASK_lesion59.nii.gz,5,108.2,541,4.851290400839404
P38_T1_MASK_lesion6.nii.gz,9,54.22222222222222,488,3.0174457085089954
P38_T1_MASK_lesion60.nii.gz,10,60.4,604,3.7182240921202308
P38_T1_MASK_lesion61.nii.gz,5,29.8,149,3.161427943454201
P38_T1_MASK_lesion62.nii.gz,6,103.66666666666667,622,4.595925949050945
P38_T1_MASK_lesion63.nii.gz,3,33.666666666666664,101,2.858597044288638
P38_T1_MASK_lesion64.nii.gz,2,95.0,190,3.776411218314357
P38_T1_MASK_lesion65.nii.gz,6,103.66666666666667,622,4.595925949050944
P38_T1_MASK_lesion66.nii.gz,9,50.44444444444444,454,3.09689730341833
P38_T1_MASK_lesion67.nii.gz,7,86.71428571428571,607,4.253295063924364
P38_T1_MASK_lesion68.nii.gz,4,31.0,124,3.0791094859224546
P38_T1_MASK_lesion69.nii.gz,7,24.142857142857142,169,2.533401193791402
P38_T1_MASK_lesion7.nii.gz,3,59.0,177,4.13454043163819
P38_T1_MASK_lesion70.nii.gz,12,50.333333333333336,604,3.058806026511247
P38_T1_MASK_lesion71.nii.gz,9,59.22222222222222,533,3.107783785620113
P38_T1_MASK_lesion72.nii.gz,12,33.166666666666664,398,2.4274432902914964
P38_T1_MASK_lesion73.nii.gz,1,1.0,1,0.0
P38_T1_MASK_lesion74.nii.gz,1,41.0,41,2.6397861936388165
P38_T1_MASK_lesion75.nii.gz,13,26.0,338,2.261529300490117
P38_T1_MASK_lesion76.nii.gz,14,33.214285714285715,465,2.5536648432158886
P38_T1_MASK_lesion77.nii.gz,14,36.5,511,2.7315741288677615
P38_T1_MASK_lesion78.nii.gz,8,55.75,446,3.0911078189570427
P38_T1_MASK_lesion79.nii.gz,9,85.44444444444444,769,4.546113898811867
P38_T1_MASK_lesion8.nii.gz,5,46.6,233,3.062568749632695
P38_T1_MASK_lesion80.nii.gz,11,48.27272727272727,531,3.208071274072445
P38_T1_MASK_lesion81.nii.gz,10,76.9,769,4.280145860871561
P38_T1_MASK_lesion82.nii.gz,7,35.0,245,2.746441410970803
P38_T1_MASK_lesion83.nii.gz,7,54.857142857142854,384,3.3031195314671566
P38_T1_MASK_lesion84.nii.gz,10,37.9,379,2.6549166518100122
P38_T1_MASK_lesion85.nii.gz,11,33.81818181818182,372,2.5019671556883263
P38_T1_MASK_lesion86.nii.gz,9,33.0,297,2.6487570670978995
P38_T1_MASK_lesion87.nii.gz,11,37.27272727272727,410,2.57054487379445
P38_T1_MASK_lesion88.nii.gz,10,39.1,391,2.749708323681574
P38_T1_MASK_lesion89.nii.gz,13,33.61538461538461,437,2.568023189584964
P38_T1_MASK_lesion9.nii.gz,7,52.142857142857146,365,3.1607091097393814
P38_T1_MASK_lesion90.nii.gz,14,30.5,427,2.4941702505975627
P38_T1_MASK_lesion91.nii.gz,4,34.25,137,3.792151525385249
P38_T1_MASK_lesion92.nii.gz,12,35.333333333333336,424,2.6201105344773263
P38_T1_MASK_lesion93.nii.gz,10,30.8,308,2.571074635678782
P38_T1_MASK_lesion94.nii.gz,11,77.27272727272727,850,4.238562768745855
P38_T1_MASK_lesion95.nii.gz,4,34.25,137,3.7921515253852496
P38_T1_MASK_lesion96.nii.gz,6,40.166666666666664,241,2.8407732569050026
P38_T1_MASK_lesion97.nii.gz,5,43.6,218,3.4257503809128407
P38_T1_MASK_lesion98.nii.gz,5,54.6,273,2.8511757438260963
P38_T1_MASK_lesion99.nii.gz,7,86.85714285714286,608,4.467720566579546
P39_T1_MASK_lesion1.nii.gz,1,41.0,41,2.3838890136221305
P39_T1_MASK_lesion10.nii.gz,4,89.25,357,2.8908727897482107
P39_T1_MASK_lesion11.nii.gz,3,26.666666666666668,80,1.8712445031349363
P39_T1_MASK_lesion12.nii.gz,3,175.66666666666666,527,3.957407304254423
P39_T1_MASK_lesion13.nii.gz,1,51.0,51,2.9943558337145624
P39_T1_MASK_lesion14.nii.gz,1,64.0,64,3.597484472690605
P39_T1_MASK_lesion15.nii.gz,2,72.0,144,4.78397045738561
P39_T1_MASK_lesion16.nii.gz,2,72.0,144,4.783970457385609
P39_T1_MASK_lesion17.nii.gz,2,44.0,88,2.3312277033080484
P39_T1_MASK_lesion18.nii.gz,3,8.666666666666666,26,1.7557073895076654
P39_T1_MASK_lesion19.nii.gz,3,8.666666666666666,26,1.7557073895076651
P39_T1_MASK_lesion2.nii.gz,3,158.0,474,3.5683178515347262
P39_T1_MASK_lesion20.nii.gz,4,8.5,34,1.9572149650032233
P39_T1_MASK_lesion21.nii.gz,2,70.0,140,3.6149454437585593
P39_T1_MASK_lesion22.nii.gz,6,160.33333333333334,962,4.724289796538934
P39_T1_MASK_lesion23.nii.gz,3,86.66666666666667,260,4.131385934443924
P39_T1_MASK_lesion24.nii.gz,5,187.2,936,5.3875010295035555
P39_T1_MASK_lesion25.nii.gz,1,249.0,249,7.471186783741196
P39_T1_MASK_lesion26.nii.gz,7,190.57142857142858,1334,5.602417097226686
P39_T1_MASK_lesion27.nii.gz,6,160.33333333333334,962,4.724289796538936
P39_T1_MASK_lesion28.nii.gz,4,209.75,839,5.609028967729757
P39_T1_MASK_lesion29.nii.gz,6,143.83333333333334,863,4.833254952210221
P39_T1_MASK_lesion3.nii.gz,3,210.33333333333334,631,5.4180286944220155
P39_T1_MASK_lesion30.nii.gz,1,26.0,26,2.4258226201879225
P39_T1_MASK_lesion31.nii.gz,3,175.66666666666666,527,6.988075893872825
P39_T1_MASK_lesion32.nii.gz,2,226.5,453,8.561078654510506
P39_T1_MASK_lesion33.nii.gz,2,289.5,579,7.278209793586965
P39_T1_MASK_lesion34.nii.gz,2,289.5,579,7.2782097935869645
P39_T1_MASK_lesion35.nii.gz,1,25.0,25,2.0567936211491915
P39_T1_MASK_lesion5.nii.gz,1,88.0,88,4.00854588131964
P39_T1_MASK_lesion6.nii.gz,4,167.0,668,4.745982644762181
P39_T1_MASK_lesion7.nii.gz,1,142.0,142,4.202803685362297
P39_T1_MASK_lesion8.nii.gz,2,13.0,26,1.0870142593360947
P39_T1_MASK_lesion9.nii.gz,3,118.66666666666667,356,3.854497052997614
P3_T1_MASK_lesion1.nii.gz,2,36.5,73,2.311684185010882
P3_T1_MASK_lesion10.nii.gz,6,59.5,357,3.5980094375812084
P3_T1_MASK_lesion11.nii.gz,5,43.8,219,3.069429030687321
P3_T1_MASK_lesion12.nii.gz,8,59.75,478,3.554438749655246
P3_T1_MASK_lesion13.nii.gz,6,59.5,357,3.6551962886127938
P3_T1_MASK_lesion14.nii.gz,5,49.4,247,3.013454152770408
P3_T1_MASK_lesion15.nii.gz,7,50.714285714285715,355,3.253548678034624
P3_T1_MASK_lesion16.nii.gz,5,71.0,355,4.2862355463353525
P3_T1_MASK_lesion17.nii.gz,6,46.166666666666664,277,2.898111468341566
P3_T1_MASK_lesion18.nii.gz,6,59.5,357,3.6551962886127938
P3_T1_MASK_lesion19.nii.gz,7,50.714285714285715,355,3.253548678034624
P3_T1_MASK_lesion2.nii.gz,4,36.0,144,2.396141027541019
P3_T1_MASK_lesion20.nii.gz,5,59.0,295,3.6226387123516544
P3_T1_MASK_lesion21.nii.gz,5,49.4,247,3.0134541527704095
P3_T1_MASK_lesion22.nii.gz,1,73.0,73,2.93911444058871
P3_T1_MASK_lesion23.nii.gz,4,20.75,83,1.7166835518032002
P3_T1_MASK_lesion24.nii.gz,4,39.0,156,2.8412965182901067
P3_T1_MASK_lesion25.nii.gz,4,70.0,280,4.021258609521274
P3_T1_MASK_lesion26.nii.gz,1,149.0,149,6.438564640855591
P3_T1_MASK_lesion27.nii.gz,9,28.77777777777778,259,2.269867359301133
P3_T1_MASK_lesion28.nii.gz,7,35.142857142857146,246,2.90714010515483
P3_T1_MASK_lesion29.nii.gz,6,31.833333333333332,191,2.5999165997481466
P3_T1_MASK_lesion3.nii.gz,5,41.6,208,3.2918489000924467
P3_T1_MASK_lesion30.nii.gz,6,57.666666666666664,346,3.402390178884403
P3_T1_MASK_lesion31.nii.gz,9,45.22222222222222,407,2.9254730455821085
P3_T1_MASK_lesion32.nii.gz,8,26.75,214,2.22787746255937
P3_T1_MASK_lesion33.nii.gz,5,65.4,327,3.7855818616808916
P3_T1_MASK_lesion34.nii.gz,4,54.75,219,3.1012250821222413
P3_T1_MASK_lesion35.nii.gz,8,34.25,274,2.7221655710814345
P3_T1_MASK_lesion36.nii.gz,3,58.0,174,3.274590745824946
P3_T1_MASK_lesion37.nii.gz,9,27.22222222222222,245,2.3601012250102977
P3_T1_MASK_lesion38.nii.gz,4,29.5,118,2.603034623872763
P3_T1_MASK_lesion39.nii.gz,4,48.0,192,2.904706793296585
P3_T1_MASK_lesion4.nii.gz,5,38.0,190,2.8908646846132084
P3_T1_MASK_lesion40.nii.gz,4,29.5,118,2.603034623872763
P3_T1_MASK_lesion41.nii.gz,2,36.5,73,2.381908965231702
P3_T1_MASK_lesion42.nii.gz,1,138.0,138,4.49642790380763
P3_T1_MASK_lesion5.nii.gz,3,32.333333333333336,97,2.2445370823461768
P3_T1_MASK_lesion6.nii.gz,4,44.75,179,3.079446858275684
P3_T1_MASK_lesion7.nii.gz,3,32.333333333333336,97,2.2445370823461768
P3_T1_MASK_lesion9.nii.gz,4,48.75,195,3.223640556464866
P40_T1_MASK_lesion1.nii.gz,1,49.0,49,3.190599478348385
P40_T1_MASK_lesion10.nii.gz,3,288.6666666666667,866,6.327155028447411
P40_T1_MASK_lesion11.nii.gz,2,42.5,85,2.593523191612258
P40_T1_MASK_lesion12.nii.gz,4,55.0,220,2.9554889623452723
P40_T1_MASK_lesion13.nii.gz,2,33.5,67,2.4082621274891087
P40_T1_MASK_lesion14.nii.gz,4,73.75,295,3.401046820372522
P40_T1_MASK_lesion15.nii.gz,6,131.5,789,4.778590028835551
P40_T1_MASK_lesion16.nii.gz,3,644.0,1932,6.636406939882481
P40_T1_MASK_lesion17.nii.gz,3,155.33333333333334,466,4.579113466689754
P40_T1_MASK_lesion18.nii.gz,3,115.33333333333333,346,4.4508758940230795
P40_T1_MASK_lesion19.nii.gz,3,672.6666666666666,2018,7.21588328504662
P40_T1_MASK_lesion2.nii.gz,2,65.0,130,3.2382916200226504
P40_T1_MASK_lesion20.nii.gz,4,114.25,457,4.4693235678022605
P40_T1_MASK_lesion21.nii.gz,2,1042.0,2084,9.313569883631772
P40_T1_MASK_lesion22.nii.gz,2,900.0,1800,8.169036330321997
P40_T1_MASK_lesion23.nii.gz,2,85.0,170,3.3386016767935103
P40_T1_MASK_lesion3.nii.gz,1,173.0,173,5.3901664367913495
P40_T1_MASK_lesion4.nii.gz,1,586.0,586,8.4558862488845
P40_T1_MASK_lesion5.nii.gz,1,103.0,103,3.7887719778574627
P40_T1_MASK_lesion6.nii.gz,5,86.8,434,4.571203777016084
P40_T1_MASK_lesion7.nii.gz,4,69.0,276,4.13426625366812
P40_T1_MASK_lesion8.nii.gz,3,293.6666666666667,881,6.794150484011271
P40_T1_MASK_lesion9.nii.gz,3,58.333333333333336,175,4.1467639390356625
P41_T1_MASK_lesion1.nii.gz,1,125.0,125,5.937234373005667
P41_T1_MASK_lesion10.nii.gz,1,54.0,54,3.7479303845392513
P41_T1_MASK_lesion2.nii.gz,1,129.0,129,5.549927441840923
P41_T1_MASK_lesion3.nii.gz,1,74.0,74,4.707845122515131
P41_T1_MASK_lesion4.nii.gz,1,32.0,32,2.1700194411571525
P41_T1_MASK_lesion6.nii.gz,3,73.66666666666667,221,4.026051063540153
P41_T1_MASK_lesion7.nii.gz,1,62.0,62,3.753943469377223
P41_T1_MASK_lesion8.nii.gz,3,73.66666666666667,221,4.026051063540151
P41_T1_MASK_lesion9.nii.gz,3,73.66666666666667,221,4.026051063540153
P42_T1_MASK_lesion1.nii.gz,3,28.333333333333332,85,2.439333838029111
P42_T1_MASK_lesion10.nii.gz,2,42.5,85,3.8585331252772175
P42_T1_MASK_lesion11.nii.gz,2,118.5,237,3.5196361493240387
P42_T1_MASK_lesion12.nii.gz,3,89.0,267,4.067534852006106
P42_T1_MASK_lesion13.nii.gz,4,63.0,252,4.2113560187291625
P42_T1_MASK_lesion14.nii.gz,4,63.0,252,4.2113560187291625
P42_T1_MASK_lesion15.nii.gz,3,166.33333333333334,499,5.390400969949162
P42_T1_MASK_lesion16.nii.gz,2,18.0,36,3.278882817463513
P42_T1_MASK_lesion17.nii.gz,2,18.0,36,3.2788828174635123
P42_T1_MASK_lesion18.nii.gz,2,18.0,36,3.2788828174635123
P42_T1_MASK_lesion19.nii.gz,2,187.5,375,4.052422469907539
P42_T1_MASK_lesion2.nii.gz,3,28.333333333333332,85,2.4393338380291114
P42_T1_MASK_lesion20.nii.gz,3,244.33333333333334,733,5.528176981695171
P42_T1_MASK_lesion21.nii.gz,3,5.0,15,0.8023689270621827
P42_T1_MASK_lesion22.nii.gz,3,5.0,15,0.8023689270621821
P42_T1_MASK_lesion23.nii.gz,2,18.5,37,2.1471078221327975
P42_T1_MASK_lesion24.nii.gz,4,15.5,62,1.48299128777116
P42_T1_MASK_lesion25.nii.gz,7,51.857142857142854,363,2.6245498603862605
P42_T1_MASK_lesion26.nii.gz,3,21.333333333333332,64,2.0398605989700918
P42_T1_MASK_lesion27.nii.gz,9,55.77777777777778,502,2.896718792153795
P42_T1_MASK_lesion28.nii.gz,7,34.857142857142854,244,2.604250274260847
P42_T1_MASK_lesion29.nii.gz,4,27.25,109,2.0922014345522206
P42_T1_MASK_lesion30.nii.gz,9,57.44444444444444,517,3.0945654625602166
P42_T1_MASK_lesion31.nii.gz,9,57.44444444444444,517,3.094565462560216
P42_T1_MASK_lesion32.nii.gz,8,103.875,831,3.8214594157387944
P42_T1_MASK_lesion33.nii.gz,3,93.0,279,3.4728242665352163
P42_T1_MASK_lesion34.nii.gz,9,57.44444444444444,517,3.0945654625602166
P42_T1_MASK_lesion35.nii.gz,1,48.0,48,3.2197443178336727
P42_T1_MASK_lesion36.nii.gz,9,57.0,513,3.0192853168804237
P42_T1_MASK_lesion37.nii.gz,9,57.0,513,3.0192853168804237
P42_T1_MASK_lesion38.nii.gz,3,35.0,105,2.5538996523407786
P42_T1_MASK_lesion39.nii.gz,6,39.0,234,2.6336818441445966
P42_T1_MASK_lesion4.nii.gz,3,28.333333333333332,85,2.439333838029111
P42_T1_MASK_lesion40.nii.gz,3,35.0,105,2.5538996523407778
P42_T1_MASK_lesion41.nii.gz,3,35.0,105,2.5538996523407778
P42_T1_MASK_lesion42.nii.gz,1,341.0,341,13.37678261855221
P42_T1_MASK_lesion43.nii.gz,5,142.2,711,4.4054240777615465
P42_T1_MASK_lesion44.nii.gz,2,51.5,103,2.359670884967711
P42_T1_MASK_lesion5.nii.gz,2,49.5,99,4.2704642647867885
P42_T1_MASK_lesion6.nii.gz,1,35.0,35,2.8658438939498767
P42_T1_MASK_lesion7.nii.gz,3,45.666666666666664,137,3.8172166489490507
P42_T1_MASK_lesion8.nii.gz,4,63.0,252,4.2113560187291625
P42_T1_MASK_lesion9.nii.gz,4,63.0,252,4.211356018729163
P43_T1_MASK_lesion1.nii.gz,1,85.0,85,3.0949450917758243
P43_T1_MASK_lesion10.nii.gz,5,26.4,132,2.0008842511870157
P43_T1_MASK_lesion11.nii.gz,6,36.0,216,2.4274895698455974
P43_T1_MASK_lesion12.nii.gz,1,638.0,638,15.837887899409376
P43_T1_MASK_lesion13.nii.gz,6,36.0,216,2.427489569845598
P43_T1_MASK_lesion15.nii.gz,6,49.666666666666664,298,3.228098293081042
P43_T1_MASK_lesion16.nii.gz,2,41.0,82,2.774529016729499
P43_T1_MASK_lesion17.nii.gz,7,44.0,308,3.152655679783751
P43_T1_MASK_lesion18.nii.gz,3,59.333333333333336,178,3.5229440997851267
P43_T1_MASK_lesion19.nii.gz,1,638.0,638,15.837887899409372
P43_T1_MASK_lesion20.nii.gz,4,9.75,39,2.2421312658887462
P43_T1_MASK_lesion21.nii.gz,5,17.4,87,2.4295143176305003
P43_T1_MASK_lesion22.nii.gz,3,31.333333333333332,94,3.1570415934914386
P43_T1_MASK_lesion23.nii.gz,4,25.5,102,2.742781195118579
P43_T1_MASK_lesion24.nii.gz,8,29.25,234,2.613396722870305
P43_T1_MASK_lesion25.nii.gz,6,21.0,126,2.452243398616933
P43_T1_MASK_lesion27.nii.gz,6,232.5,1395,5.679308072051572
P43_T1_MASK_lesion28.nii.gz,4,78.25,313,4.1477373139400715
P43_T1_MASK_lesion29.nii.gz,7,57.42857142857143,402,3.237635323051669
P43_T1_MASK_lesion3.nii.gz,5,25.2,126,1.894422098509058
P43_T1_MASK_lesion30.nii.gz,6,72.83333333333333,437,3.7683989081691682
P43_T1_MASK_lesion31.nii.gz,5,276.0,1380,6.4120705809197265
P43_T1_MASK_lesion32.nii.gz,6,28.666666666666668,172,2.3329030711010037
P43_T1_MASK_lesion33.nii.gz,4,95.25,381,4.482836731104374
P43_T1_MASK_lesion34.nii.gz,3,61.333333333333336,184,3.7038485298412476
P43_T1_MASK_lesion35.nii.gz,3,37.0,111,2.6718519900345945
P43_T1_MASK_lesion36.nii.gz,3,37.0,111,2.6718519900345945
P43_T1_MASK_lesion37.nii.gz,3,37.0,111,2.6718519900345945
P43_T1_MASK_lesion38.nii.gz,3,37.0,111,2.6718519900345945
P43_T1_MASK_lesion39.nii.gz,2,87.0,174,4.764091893608845
P43_T1_MASK_lesion4.nii.gz,2,358.5,717,8.856981493194002
P43_T1_MASK_lesion40.nii.gz,2,87.0,174,4.764091893608845
P43_T1_MASK_lesion5.nii.gz,4,11.0,44,1.6923556298949856
P43_T1_MASK_lesion6.nii.gz,4,70.25,281,3.5078985997407117
P43_T1_MASK_lesion7.nii.gz,2,8.5,17,1.4085431464655171
P43_T1_MASK_lesion8.nii.gz,5,6.2,31,0.8904672453297812
P43_T1_MASK_lesion9.nii.gz,5,6.8,34,1.210623457201424
P44_T1_MASK_lesion1.nii.gz,1,208.0,208,5.1966439336437995
P44_T1_MASK_lesion10.nii.gz,1,288.0,288,10.39770090569201
P44_T1_MASK_lesion11.nii.gz,1,46.0,46,2.9885572572984485
P44_T1_MASK_lesion2.nii.gz,1,169.0,169,5.516855900795852
P44_T1_MASK_lesion3.nii.gz,1,253.0,253,5.691471778488178
P44_T1_MASK_lesion4.nii.gz,3,522.0,1566,6.190230427452408
P44_T1_MASK_lesion5.nii.gz,1,34.0,34,2.1243765623228668
